"","l1.t.0.580472279743976","l1.t.0.473299333927341","l1.t.0.366126388110706","l1.t.0.258953442294071","l1.t.0.151780496477436","l1.t.0.0446075506608015","l1.t0.0625653951558334","l1.t0.169738340972468","l1.t0.276911286789103","l1.t0.384084232605738","l1.t0.491257178422373","l1.t0.598430124239008","l1.t0.705603070055643","l1.t0.812776015872277","l1.t0.919948961688912","l1.t1.02712190750555","l1.t1.13429485332218","l1.t1.24146779913882","l1.t1.34864074495545","l1.t1.45581369077209"
"Mki67",2.57035016557411,-0.382149393838904,-2.22297776700968,-2.03212318063024,-0.529731313722915,0.450365895536013,0.440789598204135,0.21229595358653,0.248835027238033,0.413025309043101,0.545612593577257,0.625105991310395,0.655233624603472,0.639723615817419,0.582304087313204,0.486703161451781,0.356648960594058,0.195869607100992,0.0080932233335556,-0.202952068347318
"Hspa1a",-0.146285271465605,-0.052951617739448,0.0287413932034559,0.087872900716445,0.113103227797049,0.0941007616424844,0.0452419858439441,0.00269792566406585,-0.0211913794215057,-0.0603687575082576,-0.144447120613529,-0.275236215295937,-0.449456128680736,-0.663826947893179,-0.915068760058524,-1.19990165230203,-1.51504571174894,-1.85722102552452,-2.22314768075402,-2.60954576456271
"Pcbd1",1.18492848909185,1.22402578805666,1.17289207663359,0.964269014748145,0.765394578145197,0.891511183927443,1.25100474468543,1.38866754873508,1.08632080627439,0.595815702376696,0.151951037997571,-0.213590357354378,-0.506308151310139,-0.731702011500702,-0.895271605557034,-1.00251660111014,-1.05893666579098,-1.07003146723055,-1.04130067305983,-0.978243950909802
"Mdk",-0.59258686372874,-0.661269378223541,-0.613414499142527,-0.357388873580163,-0.0392745426608451,0.038888324586662,-0.124111569750932,-0.259269483027968,-0.224214594871402,-0.132697907400006,-0.0940542018500689,-0.121291176008674,-0.209782850314441,-0.354903245205985,-0.552026381121927,-0.796526278500887,-1.08377695778148,-1.40915243940234,-1.76802674380206,-2.15577389141929
"Ngf",0.759477541766017,0.685218758253271,0.700226546841714,0.87002894612918,1.01433959263585,0.794675398543133,0.241585651932159,-0.283556160785851,-0.574225162770703,-0.737117063751987,-0.882034988238085,-1.02602439314068,-1.16915047682498,-1.31147843765619,-1.45307347399951,-1.59400078422015,-1.73432556668331,-1.8741130197542,-2.01342834179803,-2.15233673118
"Ogn",0.242820398403415,0.310349624770447,0.365906970685821,0.398501791726576,0.400006459810704,0.364605723577715,0.291041599118877,0.182085448670496,0.0417190586046978,-0.124063736207222,-0.310145067777365,-0.514640124777033,-0.736255940620836,-0.973699548723388,-1.2256779824993,-1.49089827536318,-1.76806746072964,-2.05589257201329,-2.35308064262875,-2.65833870599062
"Vtn",1.57626430887687,1.17021894364847,0.761904702329589,0.350102829359175,-0.0540510026338519,-0.430221524744967,-0.753084914025211,-0.993251237066595,-1.1429238467033,-1.23521077254638,-1.29968980805147,-1.34223923842276,-1.36439890668532,-1.36770865586428,-1.35370832898472,-1.32393776907175,-1.27993681915048,-1.22324532224601,-1.15540312138344,-1.07795005958786
"Id3",1.13354127978902,0.934259239791821,0.746198697035202,0.576029215272354,0.378089756665705,0.0749962051468192,-0.295228988867126,-0.591667352766565,-0.744377258179333,-0.823772036641884,-0.896553558593778,-0.972835174779341,-1.05237111717584,-1.13491561776055,-1.22022290851074,-1.30804722140369,-1.39814278841668,-1.49026384152696,-1.58416461271183,-1.67959933394855
"Mrps6",-2.41234602536774,-2.10167239635922,-1.74562201878633,-1.3070923879126,-0.822094218322734,-0.377066884884528,-0.0123122981153715,0.274089090563264,0.49181814209736,0.662380013097346,0.803885740599199,0.920608650545752,1.01428893153238,1.0866667721544,1.13948236100728,1.17447588668633,1.19338753778693,1.19795750290447,1.18992597063434,1.17103312957187
"Cfh",1.02464997038048,0.839310850605604,0.654803368226373,0.471888678763007,0.291097352333626,0.1127714158554,-0.0631576038885275,-0.237120330962931,-0.409527709515708,-0.580729740561475,-0.75100615590801,-0.920449674241055,-1.08911877954374,-1.25707195579921,-1.4243676869906,-1.59106445710104,-1.75722075011368,-1.92289505001165,-2.08814584077809,-2.25303160639613
"Cnot3",-0.43647631577739,-0.165619003886807,-0.00182071608870271,-0.0343008831026222,-0.202772618174958,-0.344229076143795,-0.397539584593926,-0.394488999041654,-0.368649879425375,-0.350834861449779,-0.364230848974318,-0.410475981718203,-0.487263673364076,-0.592287337594591,-0.723240388092395,-0.877816238540135,-1.05370830262046,-1.24860999401603,-1.46021472640948,-1.68621591348346
"Sulf1",-0.0799698702215862,-0.210934991741956,-0.213129716491474,0.0123042386966351,0.268835674998098,0.168351801909763,-0.261701225878981,-0.621163502915468,-0.693707302446973,-0.63352739044126,-0.591619396132515,-0.589014819474729,-0.622953870988648,-0.690676761195012,-0.789423700614574,-0.916434899768076,-1.06895056917626,-1.24421091935988,-1.43945616083968,-1.65192650413641
"Chd6",-0.0436997321715227,-0.156860986047384,-0.220409194935986,-0.194620291956264,-0.131221724839104,-0.140970451107079,-0.200625457226389,-0.167126950263104,0.00987324836314478,0.198357708582238,0.281919663400341,0.249434627712796,0.109051136243494,-0.131082276283664,-0.462817075144783,-0.878004725615966,-1.36849669297333,-1.92614444249296,-2.54279943945098,-3.21031314912348
"Sfrp1",1.32376881848016,0.669158662909187,0.206626508932903,0.0953797615435598,0.214581929057904,0.253603244948322,0.141906916924451,0.0262187046134165,-0.015205203184131,-0.0472759450448842,-0.13179996225929,-0.274866226064878,-0.472364043654492,-0.720182722220988,-1.01421156895721,-1.35033989105601,-1.72445699571023,-2.13245219011273,-2.57021478145635,-3.03363407693394
"Maff",-1.46926872245978,-1.08777990148943,-0.687972221833583,-0.256459066236922,0.168871190567129,0.51477261487662,0.740516818184486,0.835267481995448,0.808611602451358,0.706600242259066,0.56858423366323,0.402328604440926,0.209816271411112,-0.00696984860723721,-0.246046838795153,-0.505431782333669,-0.783141762403807,-1.07719386218661,-1.38560516486309,-1.70639275361429
"4931406P16Rik",-1.20374735382004,-0.685289890364561,-0.249895226050027,0.0303320039159197,0.159878492353934,0.197407102476166,0.178664824023245,0.117849638537727,0.025499500268829,-0.0933181313045204,-0.234809465166799,-0.397150018033379,-0.578875808940337,-0.778522856923724,-0.994627181019607,-1.22572480026404,-1.47035173369309,-1.72704400034282,-1.99433761924928,-2.27076860944853
"Nr4a3",-0.478507133642597,-0.38617820614684,-0.250213368345452,-0.0354935122506021,0.215137869869534,0.406984386788247,0.530744423416762,0.653959754771635,0.806879865771832,0.944511733015489,1.02635662296877,1.04962465892733,1.01842896374523,0.936882660276506,0.809098871375218,0.639190719895414,0.431271328691141,0.189453820616449,-0.0821486814746049,-0.379423054727984
